datazone,same_address_last_year,same_datazone_last_year
S01003103,749,3
S01003104,882,8
S01003105,739,-
S01003106,692,-
S01003107,1002,14
S01003108,644,1
S01003109,915,-
S01003110,763,-
S01003111,813,17
S01003112,866,3
S01003113,707,5
S01003114,902,-
S01003115,499,-
S01003116,751,3
S01003117,656,6
S01003118,796,8
S01003119,638,-
S01003120,959,1
S01003121,852,12
S01003122,725,1
S01003123,805,4
S01003124,677,2
S01003125,643,5
S01003126,752,19
S01003127,789,4
S01003128,620,3
S01003129,921,3
S01003130,656,8
S01003131,724,10
S01003132,521,1
S01003133,948,6
S01003134,696,3
S01003135,708,7
S01003136,660,-
S01003137,568,3
S01003138,870,10
S01003139,788,9
S01003140,883,14
S01003141,605,-
S01003142,679,3
S01003143,748,3
S01003144,829,13
S01003145,716,-
S01003146,516,1
S01003147,871,1
S01003148,719,7
S01003149,744,17
S01003150,715,8
S01003151,752,4
S01003152,880,4
S01003153,698,-
S01003154,728,4
S01003155,816,-
S01003156,702,-
S01003157,839,3
S01003158,661,18
S01003159,565,19
S01003160,676,3
S01003161,582,5
S01003162,653,18
S01003163,603,2
S01003164,773,2
S01003165,876,7
S01003166,520,1
S01003167,744,2
S01003168,691,2
S01003169,711,9
S01003170,865,3
S01003171,595,-
S01003172,565,3
S01003173,452,2
S01003174,687,5
S01003175,700,5
S01003176,624,4
S01003177,886,-
S01003178,762,36
S01003179,589,18
S01003180,722,2
S01003181,878,3
S01003182,726,14
S01003183,642,-
S01003184,791,26
S01003185,492,1
S01003186,772,1
S01003187,826,-
S01003188,691,3
S01003189,680,13
S01003190,666,12
S01003191,431,3
S01003192,616,9
S01003193,617,4
S01003194,730,2
S01003195,685,3
S01003196,869,2
S01003197,635,3
S01003198,806,9
S01003199,875,6
S01003200,595,-
S01003201,670,35
S01003202,871,6
S01003203,787,-
S01003204,943,8
S01003205,722,12
S01003206,634,4
S01003207,683,7
S01003208,815,8
S01003209,547,-
S01003210,752,5
S01003211,766,-
S01003212,719,1
S01003213,556,2
S01003214,773,-
S01003215,893,10
S01003216,703,1
S01003217,706,23
S01003218,695,5
S01003219,711,8
S01003220,733,-
S01003221,726,5
S01003222,653,37
S01003223,815,10
S01003224,707,1
S01003225,763,5
S01003226,732,3
S01003227,826,4
S01003228,804,4
S01003229,902,-
S01003230,764,6
S01003231,934,4
S01003232,695,2
S01003233,955,1
S01003234,751,2
S01003235,715,6
S01003236,741,16
S01003237,997,5
S01003238,677,-
S01003239,921,5
S01003240,667,2
S01003241,793,4
S01003242,923,14
S01003243,787,1
S01003244,893,12
S01003245,805,20
S01003246,932,5
S01003247,611,3
S01003248,704,8
S01003249,632,6
S01003250,529,-
S01003251,744,20
S01003252,663,-
S01003253,758,18
S01003254,543,2
S01003255,810,2
S01003256,797,16
S01003257,750,-
S01003258,861,1
S01003259,988,10
S01003260,750,1
S01003261,940,8
S01003262,680,3
S01003263,583,1
S01003264,550,1
S01003265,634,4
S01003266,719,1
S01003267,875,6
S01003268,597,12
S01003269,818,5
S01003270,695,3
S01003271,702,6
S01003272,841,40
S01003273,690,2
S01003274,991,9
S01003275,909,15
S01003276,733,17
S01003277,630,-
S01003278,781,1
S01003279,497,30
S01003280,887,2
S01003281,785,7
S01003282,793,-
S01003283,752,4
S01003284,900,5
S01003285,749,4
S01003286,929,4
S01003287,531,2
S01003288,739,4
S01003289,541,11
S01003290,708,-
S01003291,714,5
S01003292,754,4
S01003293,873,3
S01003294,738,3
S01003295,923,-
S01003296,616,9
S01003297,493,-
S01003298,997,6
S01003299,458,4
S01003300,800,-
S01003301,716,10
S01003302,841,17
S01003303,625,5
S01003304,641,2
S01003305,638,6
S01003306,890,1
S01003307,993,2
S01003308,823,-
S01003309,722,4
S01003310,753,2
S01003311,736,7
S01003312,585,-
S01003313,756,-
S01003314,510,-
S01003315,453,1
S01003316,606,4
S01003317,697,12
S01003318,776,3
S01003319,693,10
S01003320,537,-
S01003321,761,1
S01003322,645,8
S01003323,551,-
S01003324,708,-
S01003325,775,-
S01003326,754,2
S01003327,601,-
S01003328,389,3
S01003329,773,2
S01003330,907,10
S01003331,586,10
S01003332,612,10
S01003333,716,9
S01003334,827,15
S01003335,408,4
S01003336,913,1
S01003337,790,6
S01003338,790,11
S01003339,768,-
S01003340,973,9
S01003341,737,-
S01003342,832,15
S01003343,518,80
S01003344,727,4
S01003345,926,6
S01003346,843,4
S01003347,686,29
S01003348,678,5
S01003349,833,21
S01003350,663,9
S01003351,806,4
S01003352,767,13
S01003353,830,11
S01003354,928,5
S01003355,762,11
S01003356,866,1
S01003357,902,14
S01003358,541,4
S01003359,847,14
S01003360,745,1
S01003361,714,-
S01003362,708,7
S01003363,755,-
S01003364,592,5
S01003365,733,22
S01003366,380,6
S01003367,930,18
S01003368,503,6
S01003369,699,5
S01003370,595,1
S01003371,641,12
S01003372,686,3
S01003373,743,3
S01003374,466,5
S01003375,722,-
S01003376,589,7
S01003377,743,1
S01003378,834,21
S01003379,763,17
S01003380,634,18
S01003381,733,1
S01003382,701,7
S01003383,912,-
S01003384,965,4
S01003385,692,7
S01003386,620,13
S01003387,703,7
S01003388,909,16
S01003389,847,15
S01003390,738,176
S01003391,674,12
S01003392,716,2
S01003393,909,1
S01003394,833,10
S01003395,626,4
S01003396,668,23
S01003397,729,48
S01003398,793,17
S01003399,550,5
S01003400,732,1
S01003401,700,24
S01003402,773,49
S01003403,572,7
S01003404,645,-
S01003405,785,2
S01003406,632,2
S01003407,696,1
S01003408,556,14
S01003409,655,1
S01003410,439,9
S01003411,988,4
S01003412,833,9
S01003413,705,16
S01003414,618,10
S01003415,728,5
S01003416,784,2
S01003417,721,3
S01003418,892,7
S01003419,898,5
S01003420,884,8
S01003421,531,-
S01003422,729,3
S01003423,375,3
S01003424,846,12
S01003425,614,6
S01003426,883,5
S01003427,877,-
S01003428,698,19
S01003429,369,11
S01003430,520,6
S01003431,652,3
S01003432,625,12
S01003433,504,4
S01003434,848,14
S01003435,820,33
S01003436,484,9
S01003437,384,6
S01003438,598,9
S01003439,793,5
S01003440,506,3
S01003441,876,16
S01003442,712,13
S01003443,890,10
S01003444,760,55
S01003445,809,34
S01003446,350,4
S01003447,790,9
S01003448,687,2
S01003449,584,13
S01003450,668,10
S01003451,595,4
S01003452,607,1
S01003453,530,5
S01003454,556,4
S01003455,735,30
S01003456,649,4
S01003457,788,24
S01003458,817,14
S01003459,838,4
S01003460,541,5
S01003461,762,-
S01003462,578,9
S01003463,654,15
S01003464,567,8
S01003465,654,9
S01003466,634,6
S01003467,719,7
S01003468,488,7
S01003469,864,3
S01003470,600,5
S01003471,873,15
S01003472,720,8
S01003473,794,5
S01003474,507,3
S01003475,633,2
S01003476,771,-
S01003477,791,8
S01003478,612,3
S01003479,642,1
S01003480,573,6
S01003481,799,5
S01003482,568,6
S01003483,594,4
S01003484,663,4
S01003485,670,9
S01003486,841,22
S01003487,701,6
S01003488,857,23
S01003489,917,6
S01003490,657,1
S01003491,624,7
S01003492,766,7
S01003493,634,10
S01003494,636,1
S01003495,747,2
S01003496,672,-
S01003497,738,5
S01003498,878,13
S01003499,781,11
S01003500,578,9
S01003501,412,4
S01003502,601,26
S01003503,496,4
S01003504,460,9
S01003505,568,8
S01003506,743,4
S01003507,338,4
S01003508,727,8
S01003509,624,7
S01003510,799,3
S01003511,851,6
S01003512,655,3
S01003513,423,6
S01003514,555,9
S01003515,716,8
S01003516,652,6
S01003517,589,6
S01003518,911,4
S01003519,599,2
S01003520,587,1
S01003521,301,8
S01003522,565,4
S01003523,539,2
S01003524,874,6
S01003525,715,4
S01003526,661,5
S01003527,838,13
S01003528,575,1
S01003529,454,4
S01003530,585,2
S01003531,695,4
S01003532,995,2
S01003533,638,6
S01003534,831,6
S01003535,669,4
S01003536,859,2
S01003537,704,2
S01003538,619,6
S01003539,856,1
S01003540,858,22
S01003541,728,12
S01003542,686,1
S01003543,682,-
S01003544,434,1
S01003545,687,6
S01003546,817,46
S01003547,639,5
S01003548,456,1
S01003549,713,18
S01003550,669,2
S01003551,698,1
S01003552,648,6
S01003553,633,14
S01003554,580,4
S01003555,582,4
S01003556,668,1
S01003557,705,20
S01003558,772,1
S01003559,810,-
S01003560,924,4
S01003561,777,4
S01003562,600,2
S01003563,557,2
S01003564,808,18
S01003565,793,7
S01003566,535,1
S01003567,741,25
S01003568,599,4
S01003569,694,1
S01003570,680,9
S01003571,797,5
S01003572,885,6
S01003573,869,1
S01003574,715,7
S01003575,815,3
S01003576,542,14
S01003577,701,-
S01003578,478,7
S01003579,466,11
S01003580,863,6
S01003581,667,7
S01003582,571,8
S01003583,546,-
S01003584,625,10
S01003585,506,6
S01003586,771,3
S01003587,996,9
S01003588,672,-
S01003589,879,10
S01003590,661,13
S01003591,842,19
S01003592,855,31
S01003593,784,5
S01003594,809,4
S01003595,862,10
S01003596,674,8
S01003597,567,-
S01003598,694,1
S01003599,607,-
S01003600,825,8
S01003601,794,4
S01003602,710,-
S01003603,736,-
S01003604,568,7
S01003605,590,1
S01003606,823,3
S01003607,506,4
S01003608,505,4
S01003609,932,5
S01003610,660,-
S01003611,797,4
S01003612,675,4
S01003613,729,1
S01003614,522,3
S01003615,431,12
S01003616,602,-
S01003617,854,10
S01003618,703,5
S01003619,810,10
S01003620,843,1
S01003621,928,5
S01003622,725,1
S01003623,887,-
S01003624,922,10
S01003625,684,5
S01003626,751,-
S01003627,539,7
S01003628,636,1
S01003629,764,5
S01003630,707,1
S01003631,670,1
S01003632,587,5
S01003633,819,19
S01003634,997,11
S01003635,486,-
S01003636,909,5
S01003637,663,9
S01003638,672,3
S01003639,737,2
S01003640,864,2
S01003641,677,11
S01003642,759,2
S01003643,739,5
S01003644,761,3
S01003645,529,-
S01003646,751,2
S01003647,654,7
S01003648,669,2
S01003649,969,11
S01003650,628,17
S01003651,716,-
S01003652,569,9
S01003653,723,6
S01003654,853,7
S01003655,895,11
S01003656,515,16
S01003657,823,5
S01003658,841,7
S01003659,755,12
S01003660,693,1
S01003661,722,5
S01003662,559,-
S01003663,689,4
S01003664,504,5
S01003665,593,3
S01003666,693,8
S01003667,847,6
S01003668,626,1
S01003669,547,-
S01003670,820,20
S01003671,643,8
S01003672,785,15
S01003673,624,14
S01003674,776,1
S01003675,610,1
S01003676,660,2
S01003677,742,8
S01003678,651,8
S01003679,987,4
S01003680,763,23
S01003681,549,3
S01003682,976,6
S01003683,619,-
S01003684,694,3
S01003685,496,1
S01003686,889,30
S01003687,610,7
S01003688,880,14
S01003689,543,30
S01003690,897,11
S01003691,1045,2
S01003692,934,6
S01003693,591,4
S01003694,836,7
S01003695,796,10
S01003696,994,-
S01003697,958,5
S01003698,899,-
S01003699,938,21
S01003700,986,2
S01003701,894,11
S01003702,773,7
S01003703,924,18
S01003704,677,-
S01003705,808,4
S01003706,695,6
S01003707,886,20
S01003708,594,10
S01003709,759,17
S01003710,818,9
S01003711,768,33
S01003712,856,13
S01003713,626,17
S01003714,827,14
S01003715,564,9
S01003716,650,82
S01003717,760,5
S01003718,648,9
S01003719,488,5
S01003720,820,38
S01003721,631,31
S01003722,799,58
S01003723,485,3
S01003724,727,9
S01003725,526,3
S01003726,583,11
S01003727,684,6
S01003728,463,26
S01003729,621,10
S01003730,567,17
S01003731,451,16
S01003732,741,14
S01003733,768,8
S01003734,676,5
S01003735,626,1
S01003736,787,8
S01003737,585,5
S01003738,612,11
S01003739,461,16
S01003740,500,15
S01003741,754,5
S01003742,432,15
S01003743,509,8
S01003744,522,7
S01003745,744,25
S01003746,725,25
S01003747,873,23
S01003748,457,8
S01003749,744,13
S01003750,538,8
S01003751,719,12
S01003752,661,22
S01003753,801,35
S01003754,809,16
S01003755,627,18
S01003756,630,7
S01003757,543,18
S01003758,698,9
S01003759,557,19
S01003760,702,13
S01003761,740,15
S01003762,730,19
S01003763,789,24
S01003764,802,3
S01003765,635,39
S01003766,506,16
S01003767,474,16
S01003768,505,23
S01003769,554,26
S01003770,560,16
S01003771,587,4
S01003772,477,2
S01003773,617,33
S01003774,551,16
S01003775,713,11
S01003776,528,7
S01003777,863,4
S01003778,401,11
S01003779,500,17
S01003780,797,13
S01003781,587,2
S01003782,498,4
S01003783,810,6
S01003784,468,5
S01003785,747,3
S01003786,874,3
S01003787,579,1
S01003788,631,-
S01003789,490,-
S01003790,566,10
S01003791,495,12
S01003792,590,1
S01003793,494,-
S01003794,586,1
S01003795,542,4
S01003796,560,4
S01003797,865,1
S01003798,729,1
S01003799,781,-
S01003800,562,14
S01003801,755,4
S01003802,721,-
S01003803,565,8
S01003804,563,-
S01003805,813,4
S01003806,612,-
S01003807,864,-
S01003808,562,24
S01003809,714,2
S01003810,762,1
S01003811,608,8
S01003812,814,1
S01003813,827,3
S01003814,683,2
S01003815,556,11
S01003816,709,19
S01003817,839,4
S01003818,775,-
S01003819,558,4
S01003820,771,12
S01003821,774,2
S01003822,494,3
S01003823,791,3
S01003824,520,18
S01003825,281,35
S01003826,588,36
S01003827,755,-
S01003828,519,-
S01003829,644,-
S01003830,794,10
S01003831,570,5
S01003832,680,2
S01003833,496,5
S01003834,625,1
S01003835,473,2
S01003836,423,2
S01003837,687,3
S01003838,494,7
S01003839,572,4
S01003840,596,-
S01003841,489,11
S01003842,535,1
S01003843,585,4
S01003844,719,4
S01003845,767,12
S01003846,710,21
S01003847,541,4
S01003848,682,4
S01003849,639,16
S01003850,482,-
S01003851,808,-
S01003852,471,3
S01003853,552,4
S01003854,515,11
S01003855,885,13
S01003856,649,1
S01003857,678,8
S01003858,574,4
S01003859,508,-
S01003860,552,29
S01003861,667,5
S01003862,499,28
S01003863,691,1
S01003864,830,1
S01003865,729,11
S01003866,747,14
S01003867,882,22
S01003868,581,2
S01003869,614,11
S01003870,691,20
S01003871,734,11
S01003872,764,1
S01003873,843,17
S01003874,548,9
S01003875,489,-
S01003876,576,12
S01003877,509,3
S01003878,862,26
S01003879,544,14
S01003880,807,26
S01003881,697,6
S01003882,437,6
S01003883,492,3
S01003884,702,21
S01003885,615,-
S01003886,513,10
S01003887,785,12
S01003888,524,7
S01003889,524,3
S01003890,606,2
S01003891,737,-
S01003892,573,9
S01003893,557,5
S01003894,705,16
S01003895,641,7
S01003896,607,2
S01003897,604,7
S01003898,611,14
S01003899,613,6
S01003900,585,10
S01003901,521,-
S01003902,804,14
S01003903,595,13
S01003904,581,10
S01003905,758,10
S01003906,661,1
S01003907,662,17
S01003908,761,8
S01003909,617,3
S01003910,652,3
S01003911,545,13
S01003912,603,9
S01003913,637,20
S01003914,795,21
S01003915,573,9
S01003916,698,3
S01003917,759,42
S01003918,782,33
S01003919,539,5
S01003920,580,4
S01003921,698,10
S01003922,715,16
S01003923,713,5
S01003924,463,10
S01003925,707,6
S01003926,570,11
S01003927,589,12
S01003928,812,14
S01003929,471,2
S01003930,693,13
S01003931,808,18
S01003932,766,17
S01003933,596,10
S01003934,811,21
S01003935,680,18
S01003936,765,-
S01003937,720,19
S01003938,466,12
S01003939,520,6
S01003940,771,18
S01003941,497,15
S01003942,644,7
S01003943,601,13
S01003944,572,2
S01003945,627,10
S01003946,736,18
S01003947,445,16
S01003948,561,13
S01003949,501,1
S01003950,586,14
S01003951,461,4
S01003952,476,7
S01003953,508,19
S01003954,465,12
S01003955,569,26
S01003956,478,23
S01003957,578,29
S01003958,697,15
S01003959,672,14
S01003960,785,10
S01003961,522,10
S01003962,528,14
S01003963,471,13
S01003964,503,3
S01003965,495,15
S01003966,810,35
S01003967,431,44
S01003968,827,34
S01003969,655,18
S01003970,550,10
S01003971,594,15
S01003972,586,15
S01003973,467,27
S01003974,723,27
S01003975,614,8
S01003976,657,6
S01003977,524,24
S01003978,537,11
S01003979,571,3
S01003980,516,7
S01003981,512,4
S01003982,649,3
S01003983,680,3
S01003984,533,6
S01003985,760,18
S01003986,538,3
S01003987,454,6
S01003988,450,20
S01003989,708,21
S01003990,457,11
S01003991,535,11
S01003992,835,23
S01003993,557,9
S01003994,626,12
S01003995,792,11
S01003996,486,3
S01003997,867,13
S01003998,524,10
S01003999,813,6
S01004000,724,1
S01004001,742,15
S01004002,766,20
S01004003,500,1
S01004004,735,9
S01004005,559,4
S01004006,528,-
S01004007,515,6
S01004008,604,9
S01004009,498,24
S01004010,703,9
S01004011,874,5
S01004012,678,2
S01004013,491,2
S01004014,611,8
S01004015,857,16
S01004016,559,-
S01004017,847,11
S01004018,653,3
S01004019,442,-
S01004020,714,6
S01004021,696,6
S01004022,543,5
S01004023,577,1
S01004024,730,3
S01004025,795,2
S01004026,630,-
S01004027,712,7
S01004028,724,14
S01004029,878,1
S01004030,761,17
S01004031,557,2
S01004032,517,8
S01004033,881,12
S01004034,759,1
S01004035,703,-
S01004036,666,-
S01004037,671,3
S01004038,674,2
S01004039,735,19
S01004040,673,4
S01004041,636,6
S01004042,613,23
S01004043,735,-
S01004044,660,5
S01004045,616,-
S01004046,546,-
S01004047,663,13
S01004048,801,4
S01004049,765,10
S01004050,701,39
S01004051,625,7
S01004052,699,8
S01004053,879,1
S01004054,905,1
S01004055,849,17
S01004056,745,-
S01004057,793,50
S01004058,760,17
S01004059,557,3
S01004060,837,9
S01004061,701,20
S01004062,827,5
S01004063,799,22
S01004064,644,-
S01004065,766,13
S01004066,703,6
S01004067,730,2
S01004068,750,2
S01004069,682,4
S01004070,614,9
S01004071,798,4
S01004072,891,11
S01004073,772,3
S01004074,815,9
S01004075,565,7
S01004076,576,8
S01004077,868,-
S01004078,649,3
S01004079,763,3
S01004080,705,-
S01004081,733,5
S01004082,623,7
S01004083,836,9
S01004084,663,5
S01004085,458,3
S01004086,689,3
S01004087,549,13
S01004088,532,-
S01004089,750,7
S01004090,618,23
S01004091,671,2
S01004092,597,9
S01004093,482,-
S01004094,420,9
S01004095,453,2
S01004096,704,9
S01004097,783,13
S01004098,594,-
S01004099,705,2
S01004100,735,-
S01004101,663,5
S01004102,738,1
S01004103,720,-
S01004104,755,-
S01004105,749,6
S01004106,715,2
S01004107,659,-
S01004108,676,-
S01004109,578,3
S01004110,513,-
S01004111,725,12
S01004112,676,10
S01004113,679,1
S01004114,559,5
S01004115,623,2
S01004116,585,-
S01004117,651,5
S01004118,784,6
S01004119,508,3
S01004120,650,9
S01004121,506,13
S01004122,565,8
S01004123,477,4
S01004124,869,-
S01004125,585,9
S01004126,626,10
S01004127,938,8
S01004128,715,1
S01004129,777,9
S01004130,545,-
S01004131,714,15
S01004132,564,-
S01004133,841,1
S01004134,666,-
S01004135,563,6
S01004136,594,5
S01004137,464,16
S01004138,642,-
S01004139,557,3
S01004140,557,5
S01004141,683,9
S01004142,537,5
S01004143,826,5
S01004144,718,7
S01004145,636,7
S01004146,639,6
S01004147,797,5
S01004148,911,9
S01004149,559,32
S01004150,541,7
S01004151,477,-
S01004152,713,-
S01004153,733,1
S01004154,624,3
S01004155,840,22
S01004156,732,6
S01004157,609,-
S01004158,583,4
S01004159,565,2
S01004160,578,4
S01004161,525,19
S01004162,591,1
S01004163,664,15
S01004164,879,8
S01004165,939,13
S01004166,482,11
S01004167,627,4
S01004168,638,13
S01004169,496,3
S01004170,559,1
S01004171,581,7
S01004172,685,5
S01004173,550,-
S01004174,723,2
S01004175,584,6
S01004176,582,8
S01004177,469,-
S01004178,524,14
S01004179,497,-
S01004180,733,17
S01004181,714,7
S01004182,798,9
S01004183,861,24
S01004184,812,4
S01004185,793,2
S01004186,680,1
S01004187,692,4
S01004188,720,8
S01004189,431,-
S01004190,740,2
S01004191,714,2
S01004192,769,1
S01004193,703,6
S01004194,718,5
S01004195,568,8
S01004196,657,2
S01004197,647,10
S01004198,504,-
S01004199,777,2
S01004200,766,1
S01004201,711,-
S01004202,527,-
S01004203,825,6
S01004204,685,6
S01004205,678,3
S01004206,602,-
S01004207,749,3
S01004208,816,-
S01004209,535,3
S01004210,584,1
S01004211,659,1
S01004212,734,6
S01004213,546,8
S01004214,664,-
S01004215,470,-
S01004216,833,1
S01004217,475,-
S01004218,823,1
S01004219,637,-
S01004220,695,6
S01004221,877,-
S01004222,452,11
S01004223,746,19
S01004224,701,1
S01004225,727,7
S01004226,675,1
S01004227,568,3
S01004228,691,3
S01004229,663,1
S01004230,674,1
S01004231,727,7
S01004232,606,11
S01004233,568,23
S01004234,823,18
S01004235,549,15
S01004236,786,31
S01004237,612,1
S01004238,513,12
S01004239,574,13
S01004240,555,18
S01004241,494,6
S01004242,775,7
S01004243,534,1
S01004244,560,6
S01004245,821,4
S01004246,519,5
S01004247,776,19
S01004248,835,10
S01004249,810,13
S01004250,938,5
S01004251,785,4
S01004252,501,4
S01004253,535,8
S01004254,575,4
S01004255,626,2
S01004256,479,3
S01004257,480,1
S01004258,628,10
S01004259,502,2
S01004260,505,3
S01004261,761,3
S01004262,648,17
S01004263,692,8
S01004264,639,17
S01004265,813,6
S01004266,495,2
S01004267,485,-
S01004268,490,14
S01004269,664,7
S01004270,463,7
S01004271,537,2
S01004272,581,2
S01004273,647,1
S01004274,718,6
S01004275,552,-
S01004276,593,15
S01004277,749,1
S01004278,842,5
S01004279,780,47
S01004280,937,3
S01004281,499,15
S01004282,878,18
S01004283,668,3
S01004284,890,7
S01004285,597,34
S01004286,541,24
S01004287,590,-
S01004288,673,5
S01004289,563,5
S01004290,643,4
S01004291,742,8
S01004292,534,14
S01004293,683,-
S01004294,622,14
S01004295,650,6
S01004296,806,13
S01004297,618,24
S01004298,845,4
S01004299,434,5
S01004300,495,3
S01004301,582,5
S01004302,701,-
S01004303,559,4
S01004304,803,10
S01004305,589,2
S01004306,523,1
S01004307,565,43
S01004308,912,4
S01004309,591,-
S01004310,662,2
S01004311,681,8
S01004312,616,11
S01004313,879,11
S01004314,730,10
S01004315,453,-
S01004316,329,8
S01004317,780,6
S01004318,541,2
S01004319,787,19
S01004320,830,14
S01004321,729,10
S01004322,909,9
S01004323,587,4
S01004324,781,14
S01004325,872,12
S01004326,746,9
S01004327,645,11
S01004328,625,11
S01004329,490,12
S01004330,889,3
S01004331,518,5
S01004332,542,5
S01004333,476,3
S01004334,709,9
S01004335,490,1
S01004336,891,9
S01004337,626,4
S01004338,631,4
S01004339,821,19
S01004340,509,8
S01004341,527,4
S01004342,598,13
S01004343,407,7
S01004344,651,8
S01004345,805,14
S01004346,524,-
S01004347,702,2
S01004348,521,3
S01004349,696,31
S01004350,477,15
S01004351,465,6
S01004352,551,7
S01004353,798,23
S01004354,459,13
S01004355,527,-
S01004356,925,14
S01004357,727,4
S01004358,743,-
S01004359,489,1
S01004360,629,7
S01004361,498,12
S01004362,502,-
S01004363,828,26
S01004364,678,1
S01004365,687,5
S01004366,573,15
S01004367,809,1
S01004368,487,3
S01004369,723,6
S01004370,689,3
S01004371,699,10
S01004372,881,31
S01004373,510,15
S01004374,495,4
S01004375,688,7
S01004376,859,3
S01004377,635,9
S01004378,896,7
S01004379,886,5
S01004380,656,2
S01004381,757,-
S01004382,637,4
S01004383,752,11
S01004384,611,1
S01004385,774,3
S01004386,821,1
S01004387,905,8
S01004388,866,12
S01004389,600,5
S01004390,767,5
S01004391,558,2
S01004392,824,-
S01004393,858,5
S01004394,735,4
S01004395,484,2
S01004396,745,7
S01004397,859,15
S01004398,803,1
S01004399,461,4
S01004400,536,3
S01004401,1045,-
S01004402,838,8
S01004403,461,1
S01004404,629,2
S01004405,648,2
S01004406,769,22
S01004407,591,2
S01004408,536,2
S01004409,529,7
S01004410,877,12
S01004411,540,1
S01004412,850,18
S01004413,674,15
S01004414,593,4
S01004415,586,4
S01004416,599,3
S01004417,676,7
S01004418,857,3
S01004419,795,5
S01004420,704,1
S01004421,593,7
S01004422,507,6
S01004423,715,5
S01004424,642,11
S01004425,592,8
S01004426,524,1
S01004427,664,2
S01004428,667,10
S01004429,780,14
S01004430,483,-
S01004431,601,14
S01004432,861,11
S01004433,914,1
S01004434,723,5
S01004435,529,2
S01004436,756,2
S01004437,854,15
S01004438,640,11
S01004439,646,2
S01004440,658,3
S01004441,730,3
S01004442,849,6
S01004443,642,12
S01004444,837,6
S01004445,564,-
S01004446,749,1
S01004447,718,3
S01004448,565,3
S01004449,766,9
S01004450,810,3
S01004451,837,6
S01004452,632,6
S01004453,933,11
S01004454,866,14
S01004455,682,4
S01004456,508,2
S01004457,829,2
S01004458,779,9
S01004459,511,3
S01004460,625,-
S01004461,571,1
S01004462,530,6
S01004463,739,5
S01004464,752,15
S01004465,703,-
S01004466,841,16
S01004467,898,20
S01004468,662,1
S01004469,622,19
S01004470,513,1
S01004471,522,4
S01004472,676,3
S01004473,926,7
S01004474,943,7
S01004475,468,1
S01004476,628,19
S01004477,809,2
S01004478,578,12
S01004479,595,5
S01004480,911,12
S01004481,531,4
S01004482,855,7
S01004483,632,3
S01004484,873,20
S01004485,472,2
S01004486,851,30
S01004487,960,13
S01004488,655,5
S01004489,768,21
S01004490,652,2
S01004491,767,8
S01004492,919,11
S01004493,950,1
S01004494,815,12
S01004495,636,8
S01004496,588,3
S01004497,772,7
S01004498,546,4
S01004499,637,1
S01004500,692,10
S01004501,469,8
S01004502,716,2
S01004503,605,12
S01004504,663,9
S01004505,578,1
S01004506,503,3
S01004507,698,13
S01004508,646,-
S01004509,651,3
S01004510,683,4
S01004511,741,2
S01004512,868,3
S01004513,447,4
S01004514,525,7
S01004515,743,27
S01004516,459,-
S01004517,662,5
S01004518,607,15
S01004519,790,5
S01004520,697,3
S01004521,730,2
S01004522,549,3
S01004523,731,7
S01004524,573,2
S01004525,660,4
S01004526,613,9
S01004527,524,5
S01004528,746,10
S01004529,814,17
S01004530,569,3
S01004531,659,15
S01004532,546,21
S01004533,476,23
S01004534,647,3
S01004535,679,4
S01004536,705,7
S01004537,807,3
S01004538,726,-
S01004539,702,12
S01004540,596,3
S01004541,694,16
S01004542,481,9
S01004543,712,8
S01004544,913,11
S01004545,671,4
S01004546,894,3
S01004547,790,9
S01004548,681,2
S01004549,751,-
S01004550,621,9
S01004551,894,9
S01004552,664,15
S01004553,478,7
S01004554,582,5
S01004555,617,7
S01004556,599,5
S01004557,467,-
S01004558,895,4
S01004559,932,4
S01004560,556,29
S01004561,1001,11
S01004562,490,1
S01004563,738,5
S01004564,553,-
S01004565,580,16
S01004566,666,2
S01004567,458,6
S01004568,637,-
S01004569,575,25
S01004570,652,6
S01004571,603,3
S01004572,676,8
S01004573,577,1
S01004574,490,1
S01004575,633,10
S01004576,561,5
S01004577,531,5
S01004578,898,3
S01004579,599,7
S01004580,824,4
S01004581,1002,6
S01004582,556,1
S01004583,879,22
S01004584,690,3
S01004585,592,1
S01004586,1006,1
S01004587,829,21
S01004588,650,-
S01004589,698,10
S01004590,686,31
S01004591,582,1
S01004592,627,3
S01004593,741,8
S01004594,575,21
S01004595,888,3
S01004596,642,5
S01004597,530,4
S01004598,646,2
S01004599,446,8
S01004600,812,16
S01004601,786,4
S01004602,933,8
S01004603,803,12
S01004604,481,1
S01004605,973,-
S01004606,681,4
S01004607,589,2
S01004608,535,6
S01004609,555,1
S01004610,712,6
S01004611,1032,37
S01004612,592,5
S01004613,779,10
S01004614,779,7
S01004615,887,6
S01004616,814,11
S01004617,676,10
S01004618,593,12
S01004619,669,7
S01004620,678,7
S01004621,857,10
S01004622,577,9
S01004623,907,12
S01004624,957,17
S01004625,812,21
S01004626,574,21
S01004627,511,10
S01004628,526,18
S01004629,893,11
S01004630,903,1
S01004631,754,11
S01004632,903,4
S01004633,577,-
S01004634,1003,9
S01004635,687,10
S01004636,622,8
S01004637,522,-
S01004638,540,10
S01004639,672,-
S01004640,746,6
S01004641,618,1
S01004642,872,3
S01004643,508,5
S01004644,695,4
S01004645,958,23
S01004646,739,2
S01004647,941,5
S01004648,910,8
S01004649,537,13
S01004650,799,6
S01004651,912,7
S01004652,671,2
S01004653,614,-
S01004654,767,3
