 delta_b_6, delta_b_9
1.910045509,2.937942473
1.033283846,2.061180783
3.881980082,4.909877051
2.750028232,3.777925203
2.444055637,3.471952598
2.183733969,3.211630923
2.27992799,3.307824958
1.866053275,2.893950231
-15.82725014,-21.70710844
1.639046005,2.666942974
1.027759196,2.055656163
-0.247244024,0.78065292
1.895267332,2.923164296
0.55571647,1.583613419
1.527704802,2.55560177
9.77E-02,1.125564837
-18.01665174,-23.89651005
2.745101499,3.772998468
0.462925763,1.490822692
-16.33764096,-22.21749927
-15.14403178,-21.02389008
-16.37015169,-22.25000999
1.242414259,2.270311202
-14.93280955,-20.81266785
-16.92144729,-22.80130559
-16.81138853,-22.69124683
0.933398799,1.961295755
-0.503664811,0.524232126
-17.19831813,-23.07817644
-16.7742864,-22.6541447
-17.54948353,-23.42934184
2.088828299,3.116725224
4.209780688,5.237677662
2.82505876,3.85295573
-14.58195293,-20.46181123
1.785981796,2.813878735
-0.575486995,0.452409783
-14.59265172,-20.47251
-16.76206041,-22.64191872
-16.95561787,-22.83547617
-16.83276731,-22.71262562
-17.17276862,-23.05262692
-17.37086804,-23.25072634
-16.89705178,-22.77691008
0.719508072,1.747405002
-16.81137634,-22.69123464
-16.97251399,-22.85237229
0.476980136,1.504877031
2.463224358,3.491121322
-14.82619569,-20.70605398
-15.82669183,-21.70655013
-14.67604113,-20.55589941
-15.03466035,-20.91451864
-15.17379559,-21.05365389
-15.00041581,-20.88027411
-14.99633735,-20.87619565
5.49248284,6.520379814
-15.36192656,-21.24178486
-16.69620518,-22.57606348
0.259307577,1.287204455
1.611783319,2.639680272
3.249406449,4.27730342
-15.62383349,-21.50369179
-0.31471768,0.713179172
2.577690755,3.60558772
2.578643016,3.606539981
-15.65668414,-21.53654244
1.329939939,2.357836905
0.921904438,1.9498014
-1.014457921,1.34E-02
1.856977341,2.884874292
-14.70260106,-20.58245935
-18.04633884,-23.92619714
-16.28325881,-22.16311711
-15.37559132,-21.25544961
0.325435766,1.353332633
2.416572279,3.444469248
2.097532475,3.125429442
0.482271613,1.510168501
-15.5086912,-21.3885495
-0.140896721,0.887000209
2.546490422,3.574387388
-15.57414294,-21.45400124
-16.45128795,-22.33114625
-15.22495021,-21.1048085
1.628640778,2.65653774
3.058991002,4.086887973
2.94009248,3.967989451
-15.56761827,-21.44747657
-16.56902438,-22.44888269
1.673963044,2.701860009
-16.34864878,-22.22850708
-16.05142926,-21.93128756
1.862622685,2.890519627
0.278740931,1.306637809
-15.02380282,-20.90366111
0.180283794,1.208180703
-15.47740894,-21.35726724
2.696220829,3.724117791
1.733963013,2.761859972
1.855394503,2.883291447
4.938613366,5.966510341
7.002553775,8.030450751
2.05085906,3.078756021
2.045393753,3.073290707
2.976668169,4.004565135
1.889581223,2.917478173
-15.86650005,-21.74635836
4.247684867,5.275581841
2.214918805,3.242815762
2.117915338,3.145812299
2.277224925,3.305121882
2.051606359,3.079503321
5.266308945,6.294205919
3.198565957,4.226462929
5.136601114,6.164498089
-0.940742664,8.72E-02
0.742132333,1.770029295
-16.06454351,-21.94440181
0.908184656,1.936081565
-16.98957192,-22.86943023
0.96442026,1.992317221
-17.006263,-22.8861213
-0.232562483,0.795334416
-16.86918431,-22.74904262
-17.22975938,-23.10961768
-16.71981831,-22.59967662
-16.6052935,-22.4851518
-16.7677191,-22.6475774
-17.09924807,-22.97910637
0.911402755,1.939299711
-17.17584503,-23.05570334
-17.30600625,-23.18586455
-17.09101313,-22.97087143
-17.27015473,-23.15001304
-17.43182889,-23.31168719
-17.31907384,-23.19893214
-17.36218505,-23.24204335
-17.35276132,-23.23261962
-17.34951541,-23.22937372
-17.29073293,-23.17059124
-17.43947026,-23.31932856
-0.38639406,0.641502877
-17.14402539,-23.02388369
-17.4576681,-23.3375264
-17.01450064,-22.89435894
-17.39387799,-23.2737363
-17.08026087,-22.96011917
-16.81559767,-22.69545598
-16.54647891,-22.42633721
0.35618922,1.384086154
-16.74444945,-22.62430775
-17.55925376,-23.43911206
-15.64595812,-21.52581642
1.562742963,2.59063993
2.667070645,3.694967616
-16.43932633,-22.31918463
2.002323191,3.030220162
-0.780795243,0.247101656
-17.47699865,-23.35685696
-17.59077455,-23.47063285
-1.110623536,-8.27E-02
-0.198428837,0.829468121
-3.09E-02,0.997005856
2.558212691,3.586109665
1.734425589,2.76232256
1.83448607,2.862383041
-17.93648037,-23.81633867
-18.23997894,-24.11983724
-17.87825437,-23.75811267
-16.89035074,-22.77020905
-17.50703015,-23.38688845
-17.41927255,-23.29913085
-16.71392154,-22.59377984
-17.254325,-23.13418331
-17.69601092,-23.57586922
0.329998459,1.357895409
-17.42367728,-23.30353559
-9.53E-02,0.932549362
-17.44532392,-23.32518223
-17.19485355,-23.07471185
-17.40267605,-23.28253436
-17.51031327,-23.39017158
-17.39864455,-23.27850285
-1.152771196,-0.12487432
-17.4948154,-23.37467371
0.566862015,1.594758976
-17.21407094,-23.09392924
0.398530885,1.426427838
0.73992104,1.767817998
-17.00677614,-22.88663444
-17.49774137,-23.37759968
-17.23089522,-23.11075352
-17.46446715,-23.34432546
2.107056395,3.134953366
-17.23117918,-23.11103749
-0.115091993,0.912804955
5.86E-02,1.086448572
0.405595616,1.433492579
-17.66415921,-23.54401751
-17.87692811,-23.75678641
0.338707066,1.366604028
-17.43471484,-23.31457315
-17.68378946,-23.56364776
-18.01848808,-23.89834639
-1.00862702,1.93E-02
-16.6417062,-22.5215645
1.317108165,2.34500512
-15.45134842,-21.33120672
-16.43163195,-22.31149025
-16.61297876,-22.49283706
-16.96541388,-22.84527218
0.653412285,1.681309245
2.696113012,3.724009985
3.689919797,4.717816772
3.038222017,4.06611899
3.899777122,4.927674096
2.387414378,3.41531135
2.527846744,3.555743717
-17.34701107,-23.22686937
-17.15783439,-23.03769269
-17.33439634,-23.21425465
-17.3322576,-23.21211591
-16.76145345,-22.64131175
9.63E-02,1.124193076
-17.39431713,-23.27417543
-16.6651584,-22.54501671
-16.58350891,-22.46336721
-1.86E-02,1.009317309
-16.66006344,-22.53992175
-0.296375331,0.731521611
-17.2027501,-23.08260841
0.580443171,1.608340098
-15.65930574,-21.53916404
0.26756086,1.295457812
1.591406372,2.619303335
-15.56863617,-21.44849447
-16.02343615,-21.90329445
3.088612713,4.116509686
2.569773546,3.597670517
3.379010948,4.406907922
-17.69903648,-23.57889478
2.01221885,3.040115823
1.563995083,2.591892053
1.657387651,2.685284617
3.002593914,4.030490887
4.620203139,5.648100114
2.953378362,3.981275337
3.576034738,4.603931713
3.722164855,4.75006183
4.543938787,5.571835762
4.446934218,5.474831193
4.454235863,5.482132837
4.699053142,5.726950117
3.978273844,5.006170818
4.689756182,5.717653156
4.424922822,5.452819796
3.677575374,4.705472348
3.133880823,4.161777797
2.836848085,3.864745058
3.255786168,4.283683142
3.721297253,4.749194228
3.147460695,4.175357669
3.373175307,4.40107228
3.411174756,4.43907173
3.130194281,4.158091254
3.655601732,4.683498706
3.81597125,4.843868224
3.657853133,4.685750108
4.099188879,5.127085853
4.019331594,5.047228568
3.967071953,4.994968927
4.428371015,5.456267989
3.42420366,4.452100635
2.591803401,3.619700375
3.763080118,4.790977092
3.805703445,4.833600419
4.478079512,5.505976486
3.719194085,4.747091059
4.308379971,5.336276945
4.50863679,5.536533764
3.954351445,4.982248419
3.383952899,4.411849873
4.294366849,5.322263823
4.403914946,5.431811921
4.074312241,5.102209215
4.576028967,5.603925942
3.816325867,4.844222841
2.979756054,4.007653025
3.098997904,4.126894876
2.144465003,3.172361969
4.361666559,5.389563534
6.829500974,7.857397949
3.421196474,4.449093445
3.125924665,4.153821635
2.782217793,3.810114763
1.833427493,2.861324454
2.140794862,3.168691826
4.004845801,5.032742775
3.088558063,4.116455034
3.030207465,4.058104438
4.359850442,5.387747416
3.575055605,4.602952577
3.489065418,4.516962391
3.652640605,4.680537578
3.715600994,4.743497968
3.735314261,4.763211234
2.922606031,3.950502997
3.658116946,4.686013919
3.420471872,4.448368842
4.1994243,5.227321274
3.295571851,4.323468825
3.596391353,4.624288325
2.133176432,3.161073406
1.840826377,2.868723342
3.103056543,4.130953516
4.89E-03,1.032786934
2.229092546,3.256989513
3.932219388,4.960116362
2.681834624,3.709731594
2.402137989,3.43003496
3.79897952,4.826876494
2.967957181,3.995854153
3.99842719,5.026324164
1.697012209,2.72490918
2.925945357,3.953842329
1.83467232,2.862569277
-0.139633626,0.88826324
2.815476588,3.843373559
2.590820334,3.618717303
3.421153963,4.449050936
3.763232041,4.791129015
4.576556255,5.60445323
3.702051286,4.729948259
2.948005044,3.975902015
3.191910471,4.219807442
1.843387629,2.871284591
3.556121481,4.584018455
2.737211434,3.765108407
3.333602759,4.361499732
3.146704,4.174600974
0.78434125,1.812238204
2.595887499,3.62378447
2.597307053,3.625204027
3.348936027,4.376833001
2.989223248,4.01712022
3.104057617,4.131954591
2.969718905,3.997615876
3.024472254,4.052369227
1.950458587,2.978355558
3.393175511,4.421072486
2.7721643,3.800061271
2.870950154,3.898847128
3.501533888,4.529430862
3.403122072,4.431019045
2.749488396,3.77738537
2.80436849,3.832265464
2.74861096,3.776507928
2.784716777,3.81261375
4.367304144,5.395201118
5.745399157,6.773296132
6.506683905,7.53458088
6.801098912,7.828995888
2.661882528,3.689779495
4.799612393,5.827509367
1.942629166,2.97052613
6.885526627,7.913423603
3.534950565,4.562847537
1.951939177,2.979836138
1.389047741,2.416944692
1.009961635,2.037858574
2.945024417,3.972921388
2.736599394,3.764496365
2.027591026,3.055487993
3.605210945,4.633107918
3.532373212,4.560270186
3.95025748,4.978154454
1.89792876,2.925825727
2.789816916,3.817713884
0.858493177,1.886390134
0.873170915,1.90106787
4.390010322,5.417907296
3.392876089,4.420773061
3.752670621,4.780567594
3.635032292,4.662929265
3.09325522,4.121152194
3.262730669,4.290627642
3.774633667,4.802530642
3.686492988,4.714389962
3.241694639,4.269591614
3.840904632,4.868801606
4.549179766,5.577076741
4.276035777,5.303932751
3.737944939,4.765841913
3.509014677,4.536911651
3.252388681,4.280285655
3.612448882,4.640345857
4.135496995,5.163393969
1.823274628,2.851171584
4.408661397,5.436558371
4.89878974,5.926686715
2.650640396,3.678537362
4.55511025,5.583007225
1.433807507,2.461704446
3.268186582,4.296083554
4.552427499,5.580324473
1.731501675,2.759398637
4.062644675,5.090541649
4.007786269,5.035683243
3.396844796,4.42474177
4.022135413,5.050032388
4.613090677,5.64098765
5.038395466,6.066292441
2.951485299,3.97938227
3.214639122,4.242536095
4.240093233,5.267990208
3.909921003,4.937817977
3.61832335,4.646220323
2.868047468,3.895944441
3.232417486,4.260314459
3.935703775,4.963600749
3.219330478,4.247227453
3.310932906,4.338829879
3.496851689,4.524748662
2.261800932,3.289697904
3.045065031,4.072962005
2.080004844,3.107901818
3.928659508,4.956556482
2.723012739,3.750909713
2.917085073,3.944982047
2.661008324,3.688905297
1.637363425,2.66526039
3.449177708,4.477074682
3.63572274,4.663619713
2.632422396,3.660319359
2.104495274,3.132392225
2.774624617,3.802521577
7.709998674,8.737895649
3.062690018,4.090586984
4.855698941,5.883595915
4.177546825,5.205443797
2.352544756,3.380441724
4.960018274,5.987915249
5.938595486,6.966492461
-16.57022345,-22.45008175
10.55649186,11.58438884
3.680576592,4.708473557
2.437062012,3.464958985
2.501124117,3.52902109
2.3904945,3.418391471
2.952733019,3.980629993
1.464394088,2.49229106
2.516783639,3.544680613
2.497387871,3.525284845
0.792549516,1.820446483
2.50025179,3.528148764
1.780580346,2.80847732
1.808341895,2.836238869
0.444583354,1.47248032
2.161855735,3.189752709
1.595989106,2.623886077
2.912424093,3.940321066
2.553772275,3.581669249
2.683126459,3.711023431
2.505759435,3.533656409
2.976486604,4.004383578
1.555507414,2.583404387
2.340096252,3.367993225
2.390472138,3.418369112
2.043250906,3.071147879
2.880452208,3.908349182
2.037914654,3.065811628
1.952669877,2.98056685
2.35763908,3.385536052
3.372547017,4.400443989
2.885326507,3.913223481
2.120720968,3.14861794
2.490071209,3.517968183
2.809378814,3.837275788
3.045849439,4.073746413
3.522290328,4.550187301
2.780545103,3.808442074
3.209438769,4.237335742
3.428823124,4.456720095
7.896327422,8.924224397
-14.14397088,-20.02382918
3.611750194,4.639647161
5.700747762,6.728644737
3.812483796,4.840380765
-15.88856367,-21.76842197
3.727704991,4.755601966
3.4667846,4.494681574
4.087205848,5.115102823
3.790292734,4.818189708
4.426561258,5.454458232
4.790558317,5.818455291
4.110884319,5.138781293
3.587908186,4.615805159
4.560684585,5.588581559
2.183354124,3.211251098
4.891242224,5.919139198
4.719933183,5.747830158
4.55665146,5.584548435
4.598860291,5.626757265
3.781372177,4.809269152
3.572030057,4.599927031
3.545680802,4.573577776
3.256686406,4.28458338
4.036943953,5.064840928
3.27194191,4.299838885
2.852461893,3.880358865
3.153036681,4.180933656
3.358026053,4.385923027
4.509606444,5.537503418
3.659057199,4.686954173
3.580138814,4.608035788
2.990872971,4.018769944
2.362606607,3.39050358
1.030243693,2.058140657
0.170405036,1.198301985
2.477226134,3.505123107
2.410494434,3.438391406
1.248187241,2.276084207
3.288954229,4.316851203
2.062610075,3.090507046
3.437351415,4.465248389
3.707463485,4.735360459
3.258892054,4.286789028
3.263768234,4.291665209
2.972304331,4.000201305
3.339586972,4.367483947
3.33643062,4.364327593
1.600050668,2.627947627
5.418114578,6.446011552
2.787661955,3.815558927
3.278770597,4.306667572
3.482011068,4.509908043
3.755049884,4.782946859
3.782422892,4.810319867
3.851325192,4.879222167
5.090884062,6.118781037
4.90053785,5.928434825
4.563614285,5.59151126
3.501264102,4.529161076
3.922482272,4.950379246
4.000525031,5.028422005
2.448460348,3.476357322
3.336387588,4.364284562
2.639289969,3.667186941
3.680264152,4.708161125
1.924460773,2.952357743
1.908034633,2.935931597
2.828425549,3.856322521
3.646810972,4.674707945
3.470392728,4.4982897
3.071861536,4.099758507
1.364100874,2.39199783
3.405803265,4.433700239
3.331666838,4.359563812
2.611223111,3.639120084
2.937726842,3.965623816
2.531761279,3.559658251
2.719141172,3.747038141
4.913991162,5.941888137
2.14587577,3.173772735
-15.7205411,-21.6003994
2.015513348,3.04341031
10.38081882,11.40871579
-14.81851482,-20.69837312
-15.41126777,-21.29112607
-16.04057897,-21.92043727
4.013939974,5.041836948
4.464901821,5.492798795
2.386586211,3.414483179
4.358088182,5.385985156
4.174371729,5.202268703
0.357028585,1.38492549
-15.64152239,-21.52138069
13.98601064,15.01390762
4.548775525,5.576672418
4.729032891,5.756929861
-14.65300889,-20.53286719
-14.47043745,-20.35029574
-16.19609303,-22.07595133
1.340634413,2.368531343
2.877081318,3.904978284
3.062080157,4.089977127
2.208975054,3.236872019
2.930773885,3.958670853
3.622393992,4.650290966
1.233547297,2.261444243
1.694907343,2.722804276
4.645436811,5.673333785
2.710566209,3.738463179
-15.42468322,-21.30454152
5.044341055,6.072238027
4.925305068,5.953202041
2.378923202,3.406820176
2.189236708,3.217133679
1.576816581,2.604713455
-13.12845183,-19.0083101
4.717526456,5.745423424
5.761485974,6.789382949
2.225851375,3.253748342
2.736523328,3.764420299
5.886797613,6.914694588
4.008765022,5.036661994
4.961222765,5.989119739
1.069285453,2.09718237
7.305958525,8.3338555
2.669219042,3.697116011
-15.99014375,-21.87000206
4.186181998,5.214078966
-15.51270345,-21.39256175
3.942237278,4.970134248
1.920465916,2.948362863
2.036265087,3.064162054
-15.97024144,-21.85009974
3.713354602,4.741251575
2.251123556,3.279020489
12.32292425,13.35082123
-15.22792273,-21.10778104
2.364473791,3.392370732
14.31884131,15.34673829
10.83825393,11.86615091
12.24645869,13.27435566
-14.74241351,-20.62227181
7.019817979,8.047714954
5.711580507,6.739477471
1.611720303,2.639617245
1.284704309,2.312601248
2.678567006,3.706463939
2.603019398,3.630916365
8.451767585,9.479664561
1.701121742,2.729018696
1.266202555,2.294099526
0.6996522,1.727549165
2.215540968,3.243437939
3.073356156,4.101253128
4.10150851,5.129405484
2.216047215,3.243944156
15.60616741,16.63406439
5.739737833,6.767634808
3.707031784,4.734928742
1.309886971,2.337783917
6.714020958,7.741917933
-14.20341219,-20.08327049
-14.81172816,-20.69158645
7.991622714,9.019519688
-16.76428069,-22.64413899
-0.646229261,0.381667667
2.318647287,3.346544255
1.184752812,2.212649777
9.683019832,10.71091681
-16.11751011,-21.99736841
2.134676575,3.162573545
-0.125117397,0.902779558
2.523689776,3.551586748
3.344198699,4.372095673
1.286572736,2.314469707
2.032626723,3.060523688
2.643519081,3.671416049
3.284955102,4.312852072
6.50448056,7.532377535
7.086670886,8.114567861
2.6907177,3.718614671
2.903457889,3.931354858
3.851272088,4.879169062
2.385502061,3.413399032
2.792608288,3.820505245
3.424031862,4.451928835
1.655280803,2.683177748
1.342442993,2.37033994
2.293690123,3.321587097
4.752176803,5.780073777
9.443867969,10.47176494
5.42346469,6.451361665
6.342280507,7.370177482
11.66228036,12.69017733
16.10852112,17.1364181
-14.65540245,-20.53526075
5.599679502,6.627576477
5.092783305,6.120680279
10.07897608,11.10687306
-16.20237623,-22.08223453
2.093457823,3.121354723
11.17331107,12.20120805
10.14947527,11.17737224
3.297095108,4.324992057
-14.82245616,-20.70231446
3.953291521,4.981188495
-0.917942089,0.109954761
-16.71628022,-22.59613852
2.823521692,3.851418663
3.792612905,4.820509879
4.198805016,5.22670199
4.411800382,5.439697356
3.902665665,4.93056264
1.454733494,2.482630464
4.071595781,5.099492755
3.863311464,4.891208438
2.73451223,3.762409204
3.236401501,4.264298476
3.521242133,4.549139108
2.171239149,3.199136123
2.984979616,4.01287659
3.808856693,4.836753668
2.932092142,3.959989116
3.323588435,4.351485409
2.333153352,3.361050326
1.629648633,2.657545585
4.283257327,5.311154302
4.481590624,5.509487598
3.76519108,4.793088054
4.224430375,5.25232735
3.938975318,4.966872292
2.093401537,3.121298502
3.742239837,4.770136811
3.077054828,4.104951801
-17.39787315,-23.27773145
3.316145054,4.344042027
4.085423495,5.113320469
5.523690198,6.551587173
6.660772599,7.688669574
6.631914125,7.6598111
4.93304037,5.960937345
2.691985352,3.719882323
2.249240806,3.27713778
1.70373415,2.731631123
3.084798517,4.112695491
2.693810574,3.721707548
2.306485601,3.334382574
3.557099497,4.584996471
3.252056686,4.27995366
2.971024551,3.998921525
3.177457752,4.205354725
3.162130998,4.190027971
3.806604955,4.834501929
4.033878134,5.061775108
4.435490069,5.463387043
3.956560334,4.984457308
3.144829213,4.172726187
4.216938289,5.244835264
-14.90367904,-20.78353734
3.702750999,4.730647966
3.192102544,4.219999515
1.78611796,2.814014885
1.736236757,2.764133723
1.459313452,2.487210404
4.344803611,5.372700584
6.091019497,7.118916472
3.815357115,4.843254088
3.154712661,4.18260963
4.662031327,5.689928301
5.03288224,6.060779214
4.304001361,5.331898334
2.687404232,3.715301191
4.542544859,5.570441833
2.542030253,3.569927219
2.458065367,3.485962334
4.432691392,5.460588366
2.500848724,3.528745688
3.093569644,4.121466615
1.663141298,2.691038248
2.396858991,3.424755965
1.346346492,2.374243457
-14.87417542,-20.75403372
2.899948583,3.92784555
4.063610482,5.091507456
4.310459502,5.338356476
2.455954411,3.48385138
2.523536726,3.551433701
2.219323402,3.247220367
-16.13061959,-22.01047789
4.497679572,5.525576546
4.426559346,5.45445632
5.284890243,6.312787218
3.780121581,4.808018552
5.595786788,6.623683763
-15.4356061,-21.3154644
4.07568095,5.103577924
8.142032742,9.169929717
2.10557978,3.133476732
-15.56914885,-21.44900715
4.867899017,5.895795992
2.446005874,3.473902848
0.849250815,1.87714774
